ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Event,Weather_Conditions,Duration(mins),StartHour,StartDayOfWeek,IsWeekend,Weather_Encoded
C-61,1,42.35574,-71.091888,2020-11-11 01:01:00+00:00,2020-11-11 01:49:41+00:00,3.109999895095825,0.0,5.0,Slow,Delays of five minutes and delays increasing on RT-2A Southbound between MA-2A Mt Auburn St and MA-2A Massachusetts Ave. Average speed ten mph.,Massachusetts Ave,Cambridge,Middlesex,MA,US,02139,US/Eastern,KBOS,2020-11-10T19:54:00.000-05:00,62.0,78.0,30.07,10.0,0.0,,Partly Cloudy,48.68333333333333,1,2,0,109
C-62,0,42.338844,-71.081215,2020-11-11 01:21:00+00:00,2020-11-11 02:05:27+00:00,3.0899999141693115,0.0,4.0,Slow,Delays of four minutes on Tremont St Westbound between Cambridge St and Northampton St. Average speed ten mph.,Northampton St,Boston,Suffolk,MA,US,02118-3502,US/Eastern,KBOS,2020-11-10T19:54:00.000-05:00,62.0,78.0,30.07,10.0,0.0,,Partly Cloudy,44.45,1,2,0,109
C-63,1,42.35574,-71.091888,2020-11-11 01:24:00+00:00,2020-11-11 02:05:27+00:00,3.109999895095825,0.0,5.0,Slow,Delays of five minutes on RT-2A Southbound between MA-2A Mt Auburn St and MA-2A Massachusetts Ave. Average speed ten mph.,Massachusetts Ave,Cambridge,Middlesex,MA,US,02139,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,41.45,1,2,0,19
C-64,0,42.47482700000001,-71.023979,2020-11-11 01:35:00+00:00,2020-11-11 03:02:47+00:00,2.1700000762939453,4.0,4.0,Moderate,Delays of four minutes and delays easing on US-1 Broadway Southbound in Oakland Vale. Average speed 15 mph.,Broadway,Saugus,Essex,MA,US,01906-3208,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,87.78333333333333,1,2,0,19
C-65,0,42.367004,-71.10635400000002,2020-11-11 02:10:00+00:00,2020-11-11 03:33:29+00:00,1.6599999666213991,0.0,2.0,Moderate,Delays of two minutes on Massachusetts Ave Westbound in Cambridge. Average speed 15 mph.,Massachusetts Ave,Cambridge,Middlesex,MA,US,02139-3001,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,83.48333333333333,2,2,0,19
C-66,0,42.391773,-71.123871,2020-11-11 01:54:00+00:00,2020-11-11 02:51:08+00:00,1.7400000095367432,0.0,1.0,Moderate,Delays of one minute and delays easing on Massachusetts Ave Westbound in West Somerville. Average speed 15 mph.,Russell St,Cambridge,Middlesex,MA,US,02140,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,57.13333333333333,1,2,0,19
C-67,0,42.347839,-71.07869000000002,2020-11-11 02:12:00+00:00,2020-11-11 03:01:31+00:00,3.4500000476837163,1.0,4.0,Moderate,Delays of four minutes and delays increasing on RT-9 Eastbound between MA-9 and I-90. Average speed 15 mph.,I-90 W,Boston,Suffolk,MA,US,02116,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,49.516666666666666,2,2,0,19
C-68,1,42.331657,-71.117561,2020-11-11 02:01:00+00:00,2020-11-11 03:06:04+00:00,2.890000104904175,2.0,5.0,Slow,Delays of five minutes and delays increasing on RT-9 Westbound between MA-9 Huntington Ave and MA-9 Boylston St. Average speed ten mph.,Washington St,Brookline,Norfolk,MA,US,02445,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,65.06666666666666,2,2,0,19
C-69,0,42.352325,-71.06308,2020-11-11 02:08:00+00:00,2020-11-11 03:36:41+00:00,3.190000057220459,0.0,4.0,Slow,Delays of four minutes and delays easing on Boylston St Eastbound between Richard B Ross Way and Essex St. Average speed ten mph.,Boylston St,Boston,Suffolk,MA,US,02116-4704,US/Eastern,KBOS,2020-11-10T20:54:00.000-05:00,60.0,83.0,30.09,10.0,0.0,,Fair,88.68333333333334,2,2,0,19
C-70,0,42.309353,-71.082748,2020-11-11 02:38:00+00:00,2020-11-11 03:24:37+00:00,4.019999980926514,1.0,3.0,Moderate,Delays of three minutes and delays increasing on Blue Hill Ave Northbound between MA-28 Blue Hill Ave and Warren St. Average speed 15 mph.,Blue Hill Ave,Dorchester,Suffolk,MA,US,02121,US/Eastern,KBOS,2020-11-10T21:54:00.000-05:00,59.0,87.0,30.09,10.0,0.0,,Fair,46.61666666666667,2,2,0,19
C-71,0,42.347839,-71.07869000000002,2020-11-11 02:26:00+00:00,2020-11-11 03:29:33+00:00,3.4500000476837163,1.0,4.0,Moderate,Delays of four minutes and delays increasing on RT-9 Eastbound between MA-9 and I-90. Average speed 15 mph.,I-90 W,Boston,Suffolk,MA,US,02116,US/Eastern,KBOS,2020-11-10T21:54:00.000-05:00,59.0,87.0,30.09,10.0,0.0,,Fair,63.55,2,2,0,19
C-72,0,42.39246,-71.124687,2020-11-11 02:45:00+00:00,2020-11-11 03:35:32+00:00,2.7699999809265137,0.0,3.0,Moderate,Delays of three minutes and delays easing on Massachusetts Ave Westbound in West Somerville. Average speed 15 mph.,Milton St,Cambridge,Middlesex,MA,US,02140-1216,US/Eastern,KBOS,2020-11-10T21:54:00.000-05:00,59.0,87.0,30.09,10.0,0.0,,Fair,50.53333333333333,2,2,0,19
C-73,0,42.351952,-71.123398,2020-11-11 03:17:00+00:00,2020-11-11 03:57:53+00:00,2.2799999713897705,1.0,3.0,Moderate,Delays of three minutes on US-20 Commonwealth Ave Eastbound between US-20 Beacon St and Naples Rd. Average speed 15 mph.,Naples Rd,Brookline,Suffolk,MA,US,02446-5747,US/Eastern,KBOS,2020-11-10T21:54:00.000-05:00,59.0,87.0,30.09,10.0,0.0,,Fair,40.88333333333333,3,2,0,19
C-74,0,42.352753,-71.090424,2020-11-11 04:02:00+00:00,2020-11-11 05:41:40+00:00,2.859999895095825,0.0,3.0,Moderate,Delays of three minutes and delays increasing on Massachusetts Ave Westbound between Mass Ave Conn and MA-2A Massachusetts Ave. Average speed 15 mph.,Massachusetts Ave,Boston,Suffolk,MA,US,02215,US/Eastern,KBOS,2020-11-10T22:54:00.000-05:00,60.0,86.0,30.08,10.0,0.0,,Fair,99.66666666666667,4,2,0,19
C-75,1,43.479427,-70.60320300000002,2020-11-11 04:51:00+00:00,2020-11-11 05:53:33+00:00,3.490000009536743,9.0,9.0,Moderate,Delays of nine minutes and delays increasing on ME-111 Alfred Rd Westbound between Tunnies Way and ME-111 Alfred Rd. Average speed ten mph.,Alfred Rd,Lyman,York,ME,US,04002-7506,US/Eastern,KSFM,2020-11-10T23:56:00.000-05:00,56.0,87.0,29.79,10.0,0.0,,Fair,62.55,4,2,0,19
C-76,0,45.787502,-84.732285,2020-11-10 07:43:00+00:00,2020-11-10 08:47:23+00:00,5.4099998474121085,0.0,2.0,Fast,Delays of two minutes and delays easing on I-75 Southbound between I-75 and Exit 339 Nicolet St. Average speed 30 mph.,I-75 N,Mackinaw City,Cheboygan,MI,US,49701,US/Eastern,KMCD,2020-11-10T02:35:00.000-05:00,66.0,71.0,29.0,10.0,0.0,,Cloudy,64.38333333333334,7,1,0,9
C-77,2,45.856747,-84.727257,2020-11-10 07:46:00+00:00,2020-11-10 08:38:33+00:00,8.569999694824219,0.0,8.0,Fast,Delays of eight minutes and delays increasing on I-75 Northbound in St Ignace. Average speed 20 mph.,I-75 S,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T02:55:00.000-05:00,66.0,72.0,28.99,10.0,0.0,,Cloudy,52.55,7,1,0,9
C-78,2,45.850121,-84.723846,2020-11-10 07:46:00+00:00,2020-11-10 09:10:38+00:00,5.6599998474121085,0.0,4.0,Fast,Delays of four minutes and delays increasing on I-75 Northbound in St Ignace. Average speed 20 mph.,I-75 N,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T02:55:00.000-05:00,66.0,72.0,28.99,10.0,0.0,,Cloudy,84.63333333333334,7,1,0,9
C-79,0,45.780735,-84.733299,2020-11-10 08:37:00+00:00,2020-11-10 09:57:30+00:00,5.110000133514403,0.0,3.0,Fast,Delays of three minutes and delays easing on I-75 Southbound between I-75 and Exit 338 Nicolet St. Average speed 25 mph.,I-75 N,Mackinaw City,Emmet,MI,US,49701,US/Eastern,KMCD,2020-11-10T03:35:00.000-05:00,65.0,74.0,28.98,10.0,0.0,,Partly Cloudy,80.5,8,1,0,109
C-80,2,45.852844,-84.724739,2020-11-10 09:00:00+00:00,2020-11-10 09:48:28+00:00,7.75,0.0,7.0,Fast,Delays of seven minutes and delays increasing on I-75 Northbound between Exit 339 Nicolet St and Exits 344 344A 344B I-75-BL. Average speed 20 mph.,I-75 N,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T03:55:00.000-05:00,64.0,74.0,28.97,10.0,0.0,,Partly Cloudy,48.46666666666667,9,1,0,109
C-81,0,45.785828,-84.73254399999998,2020-11-10 09:25:00+00:00,2020-11-10 10:45:42+00:00,3.7899999618530273,0.0,2.0,Fast,Delays of two minutes and delays easing on I-75 Southbound between I-75 and Exit 339 Nicolet St. Average speed 25 mph.,I-75 N,Mackinaw City,Emmet,MI,US,49701,US/Eastern,KMCD,2020-11-10T04:35:00.000-05:00,65.0,73.0,28.98,10.0,0.0,,Cloudy,80.7,9,1,0,9
C-82,0,42.327648,-83.157104,2020-11-10 10:03:00+00:00,2020-11-10 10:46:32+00:00,3.9700000286102295,3.0,4.0,Moderate,Delays of four minutes on US-12 Michigan Ave Westbound in East Downtown Dearborn. Average speed 15 mph.,Michigan Ave,Dearborn,Wayne,MI,US,48126,US/Eastern,KDET,2020-11-10T04:53:00.000-05:00,62.0,67.0,29.32,10.0,0.0,,Fair,43.53333333333333,10,1,0,19
C-83,0,42.364807,-83.069664,2020-11-10 10:18:00+00:00,2020-11-10 11:07:36+00:00,2.7300000190734863,2.0,3.0,Moderate,Delays of three minutes and delays easing on Woodward Ave Northbound in Wayne State. Average speed 15 mph.,Woodward Ave,Detroit,Wayne,MI,US,48202-3516,US/Eastern,KDET,2020-11-10T04:53:00.000-05:00,62.0,67.0,29.32,10.0,0.0,,Fair,49.6,10,1,0,19
C-84,1,45.852844,-84.724739,2020-11-10 10:17:00+00:00,2020-11-10 11:27:34+00:00,2.5299999713897705,0.0,2.0,Fast,Delays of two minutes and delays easing on I-75 Northbound between Exit 339 Nicolet St and Exits 344 344A 344B I-75-BL. Average speed 20 mph.,I-75 N,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T05:15:00.000-05:00,65.0,73.0,28.97,10.0,0.0,,Cloudy,70.56666666666666,10,1,0,9
C-85,0,42.33932100000001,-83.066101,2020-11-10 10:32:00+00:00,2020-11-10 11:15:41+00:00,2.7899999618530287,3.0,3.0,Moderate,Delays of three minutes on Grand River Ave Eastbound between I-94 Exits 213A 214 214A and Temple St. Average speed 15 mph.,Grand River Ave,Detroit,Wayne,MI,US,48201-2901,US/Eastern,KDET,2020-11-10T05:53:00.000-05:00,63.0,67.0,29.32,10.0,0.0,,Fair,43.68333333333333,10,1,0,19
C-86,0,42.356087,-83.107613,2020-11-10 10:26:00+00:00,2020-11-10 11:17:36+00:00,1.6299999952316284,1.0,2.0,Moderate,Delays of two minutes on Grand River Ave Eastbound between Kimberly Ct and Taft St. Average speed 15 mph.,Grand River Ave,Detroit,Wayne,MI,US,48208,US/Eastern,KDET,2020-11-10T05:53:00.000-05:00,63.0,67.0,29.32,10.0,0.0,,Fair,51.6,10,1,0,19
C-87,0,45.788284,-84.732162,2020-11-10 10:57:00+00:00,2020-11-10 11:53:30+00:00,7.119999885559082,0.0,3.0,Fast,Delays of three minutes on I-75 Southbound between Exits 344 344A 344B I-75-BL and Exit 339 Nicolet St. Average speed 30 mph.,I-75 S,Mackinaw City,Cheboygan,MI,US,49701,US/Eastern,KMCD,2020-11-10T05:55:00.000-05:00,60.0,80.0,28.98,10.0,0.0,,Cloudy,56.5,10,1,0,9
C-88,1,45.848938,-84.723656,2020-11-10 11:04:00+00:00,2020-11-10 12:06:28+00:00,3.849999904632568,0.0,2.0,Fast,Delays of two minutes and delays easing on I-75 Northbound in St Ignace. Average speed 25 mph.,I-75 N,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T05:55:00.000-05:00,60.0,80.0,28.98,10.0,0.0,,Cloudy,62.46666666666667,11,1,0,9
C-89,1,42.809158,-83.250687,2020-11-10 10:49:00+00:00,2020-11-10 11:55:31+00:00,1.0199999809265137,2.0,2.0,Fast,Delays of two minutes on Lapeer Rd Southbound in Downtown Oxford. Average speed ten mph.,S Lapeer Rd,Oxford,Oakland,MI,US,48371-6104,US/Eastern,KPTK,2020-11-10T05:53:00.000-05:00,60.0,75.0,28.92,10.0,0.0,,Mostly Cloudy,66.51666666666667,10,1,0,104
C-90,1,42.399651,-83.469139,2020-11-10 11:17:00+00:00,2020-11-10 12:10:41+00:00,3.299999952316284,11.0,10.0,Slow,Severe delays of ten minutes and delays increasing on Edward N Hines Dr Southbound between 7 Mile Rd and Northville Rd. Average speed ten mph.,Northville Rd,Plymouth,Wayne,MI,US,48170,US/Eastern,KYIP,2020-11-10T05:53:00.000-05:00,59.0,78.0,29.22,10.0,0.0,,Mostly Cloudy,53.68333333333333,11,1,0,104
C-91,2,42.231281,-83.58221400000002,2020-11-10 11:42:00+00:00,2020-11-10 12:32:38+00:00,1.830000042915344,3.0,3.0,Fast,Delays of three minutes and delays easing on I-94 Eastbound between Exit 183 US-12-BR Huron St and Exit 186 Wiard Rd. Average speed 15 mph.,I-94 E,Ypsilanti,Washtenaw,MI,US,48198,US/Eastern,KYIP,2020-11-10T06:53:00.000-05:00,61.0,75.0,29.22,10.0,0.0,,Cloudy,50.63333333333333,11,1,0,9
C-93,0,46.491425,-84.371391,2020-11-10 11:58:00+00:00,2020-11-10 12:45:35+00:00,2.1700000762939453,0.0,1.0,Moderate,Delays of one minute on I-75 Southbound between I-75 and Exit 394 I-75-SPUR Easterday Ave. Average speed 20 mph.,I-75 S,Sault Sainte Marie,Chippewa,MI,US,49783,US/Eastern,KANJ,2020-11-10T06:55:00.000-05:00,47.0,93.0,29.02,10.0,0.0,,Cloudy,47.583333333333336,11,1,0,9
C-94,2,45.859486,-84.72981999999998,2020-11-10 12:12:00+00:00,2020-11-10 13:45:40+00:00,7.800000190734862,0.0,6.0,Fast,Delays of six minutes and delays easing on I-75 Northbound in St Ignace. Average speed 25 mph.,US-2 E,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T07:15:00.000-05:00,51.0,100.0,29.0,10.0,0.0,,Rain,93.66666666666667,12,1,0,113
C-95,0,42.38105,-82.96611,2020-11-10 12:01:00+00:00,2020-11-10 12:55:36+00:00,2.9100000858306885,1.0,3.0,Moderate,Delays of three minutes and delays increasing on Conner St Southbound in North Conner Creek. Average speed 15 mph.,Conner St,Detroit,Wayne,MI,US,48215-2433,US/Eastern,KDET,2020-11-10T06:53:00.000-05:00,60.0,72.0,29.32,10.0,0.0,,Fair,54.6,12,1,0,19
C-96,1,42.487667,-83.42630799999998,2020-11-10 12:33:00+00:00,2020-11-10 13:42:36+00:00,1.8899999856948853,2.0,2.0,Fast,Delays of two minutes and delays easing on I-696 Eastbound between Exit 1 I-96 Exit 164 and Exit 5 Orchard Lake Rd. Average speed 25 mph.,I-696 E,Farmington,Oakland,MI,US,48331,US/Eastern,KPTK,2020-11-10T07:53:00.000-05:00,61.0,75.0,28.91,10.0,0.0,,Cloudy,69.6,12,1,0,9
C-97,1,42.526978,-83.115601,2020-11-10 12:55:00+00:00,2020-11-10 13:39:32+00:00,1.9700000286102293,2.0,2.0,Fast,Delays of two minutes on I-75 Northbound between Exit 63 12 Mile Rd and Exits 65A 65B 14 Mile Rd. Average speed 20 mph.,Chrysler Expy N,Madison Heights,Oakland,MI,US,48071,US/Eastern,KVLL,2020-11-10T07:55:00.000-05:00,62.0,70.0,29.22,10.0,0.0,,Cloudy,44.53333333333333,12,1,0,9
C-98,0,42.365082,-83.087357,2020-11-10 12:53:00+00:00,2020-11-10 13:48:26+00:00,2.400000095367432,0.0,2.0,Moderate,Delays of two minutes and delays easing on Grand Blvd Southbound in Virginia Park. Average speed 15 mph.,W Grand Blvd,Detroit,Wayne,MI,US,48208-1233,US/Eastern,KDET,2020-11-10T07:53:00.000-05:00,61.0,72.0,29.32,10.0,0.0,,Mostly Cloudy,55.43333333333333,12,1,0,104
C-99,0,45.78389,-84.732834,2020-11-10 12:49:00+00:00,2020-11-10 13:46:29+00:00,5.78000020980835,0.0,3.0,Fast,Delays of three minutes and delays easing on I-75 Southbound between I-75 and Exit 338 Nicolet St. Average speed 25 mph.,I-75 S,Mackinaw City,Emmet,MI,US,49701,US/Eastern,KMCD,2020-11-10T07:55:00.000-05:00,49.0,100.0,29.01,7.0,0.01,,Light Drizzle,57.483333333333334,12,1,0,62
C-100,2,42.230167,-83.576408,2020-11-10 13:08:00+00:00,2020-11-10 14:05:37+00:00,3.1600000858306885,6.0,6.0,Moderate,Delays of six minutes and delays increasing on I-94 Eastbound between Exit 183 US-12-BR Huron St and Exit 186 Wiard Rd. Average speed 15 mph.,I-94 E,Ypsilanti,Washtenaw,MI,US,48198,US/Eastern,KYIP,2020-11-10T07:53:00.000-05:00,63.0,70.0,29.22,10.0,0.0,,Cloudy,57.61666666666667,13,1,0,9
C-101,1,43.870331,-83.340195,2020-11-10 13:04:00+00:00,2020-11-10 13:57:32+00:00,5.619999885559082,8.0,8.0,Moderate,Delays of eight minutes and delays increasing on Port Austin Rd Westbound in Bay Port. Average speed 15 mph.,Port Austin Rd,Bay Port,Huron,MI,US,48720-9769,US/Eastern,KBAX,2020-11-10T07:55:00.000-05:00,63.0,77.0,29.09,10.0,0.0,,Mostly Cloudy,53.53333333333333,13,1,0,104
C-102,0,43.920578000000006,-83.307388,2020-11-10 13:11:00+00:00,2020-11-10 13:51:33+00:00,1.7300000190734863,2.0,2.0,Moderate,Delays of two minutes on Port Austin Rd Westbound in Caseville Twp. Average speed 15 mph.,Port Austin Rd,Pigeon,Huron,MI,US,48755-9752,US/Eastern,KBAX,2020-11-10T08:15:00.000-05:00,64.0,76.0,29.09,10.0,0.0,,Mostly Cloudy,40.55,13,1,0,104
C-104,2,45.853798,-84.725197,2020-11-10 13:16:00+00:00,2020-11-10 14:29:27+00:00,7.4099998474121085,0.0,6.0,Fast,Delays of six minutes and delays easing on I-75 Northbound in St Ignace. Average speed 25 mph.,I-75 N,Saint Ignace,Mackinac,MI,US,49781,US/Eastern,KMCD,2020-11-10T08:15:00.000-05:00,48.0,100.0,29.0,10.0,0.01,,Cloudy,73.45,13,1,0,9
C-105,0,46.257072,-84.538315,2020-11-10 13:23:00+00:00,2020-11-10 14:04:36+00:00,1.950000047683716,2.0,2.0,Fast,Delays of two minutes on I-75 Southbound in Kinross Twp. Average speed 20 mph.,I-75 S,Rudyard,Chippewa,MI,US,49780,US/Eastern,KCIU,2020-11-10T08:37:00.000-05:00,45.0,93.0,28.97,10.0,0.0,,Light Rain,41.6,13,1,0,73
C-106,2,42.231529,-83.584846,2020-11-10 13:39:00+00:00,2020-11-10 14:24:43+00:00,2.470000028610229,5.0,5.0,Moderate,Delays of five minutes and delays easing on I-94 Eastbound between Exit 183 US-12-BR Huron St and Exit 185 US-12. Average speed ten mph.,US-12 E,Ypsilanti,Washtenaw,MI,US,48198,US/Eastern,KYIP,2020-11-10T08:53:00.000-05:00,67.0,63.0,29.21,10.0,0.0,,Mostly Cloudy,45.71666666666667,13,1,0,104
C-107,1,42.231312,-83.582527,2020-11-10 13:49:00+00:00,2020-11-10 14:48:22+00:00,1.75,2.0,2.0,Fast,Delays of two minutes and delays easing on I-94 Eastbound between Exit 183 US-12-BR Huron St and Exit 186 Wiard Rd. Average speed 20 mph.,S Harris Rd,Ypsilanti,Washtenaw,MI,US,48198,US/Eastern,KYIP,2020-11-10T08:53:00.000-05:00,67.0,63.0,29.21,10.0,0.0,,Mostly Cloudy,59.36666666666667,13,1,0,104
C-109,1,42.231529,-83.584846,2020-11-10 14:15:00+00:00,2020-11-10 15:03:26+00:00,1.2999999523162842,1.0,1.0,Fast,Delays of one minute and delays easing on I-94 Eastbound between Exit 183 US-12-BR Huron St and Exit 185 US-12. Average speed 20 mph.,US-12 E,Ypsilanti,Washtenaw,MI,US,48198,US/Eastern,KYIP,2020-11-10T08:53:00.000-05:00,67.0,63.0,29.21,10.0,0.0,,Mostly Cloudy,48.43333333333333,14,1,0,104
C-110,0,42.39019,-82.978699,2020-11-10 14:24:00+00:00,2020-11-10 15:15:29+00:00,2.880000114440918,1.0,3.0,Moderate,Delays of three minutes and delays easing on Conner St Northbound between Jefferson Ave and Frankfort St. Average speed 15 mph.,Conner St,Detroit,Wayne,MI,US,48213-3404,US/Eastern,KDET,2020-11-10T09:53:00.000-05:00,65.0,68.0,29.3,10.0,0.0,,Fair,51.483333333333334,14,1,0,19
C-111,1,42.237152,-83.72912600000002,2020-11-10 14:31:00+00:00,2020-11-10 15:12:23+00:00,1.1699999570846558,2.0,2.0,Fast,Delays of two minutes on I-94 Eastbound between Exit 177 State St and Exits 180A 180A-B 180B US-23 Exit 35. Average speed 15 mph.,I-94 E,Ann Arbor,Washtenaw,MI,US,48108,US/Eastern,KARB,2020-11-10T09:53:00.000-05:00,64.0,72.0,29.06,10.0,0.0,,Mostly Cloudy,41.38333333333333,14,1,0,104
C-112,0,45.784042,-84.732811,2020-11-10 14:40:00+00:00,2020-11-10 15:33:28+00:00,2.200000047683716,0.0,1.0,Fast,Delays of one minute and delays easing on I-75 Southbound between I-75 and Exit 338 Nicolet St. Average speed 25 mph.,I-75 S,Mackinaw City,Emmet,MI,US,49701,US/Eastern,KMCD,2020-11-10T09:35:00.000-05:00,46.0,100.0,29.01,7.0,0.0,,Rain,53.46666666666667,14,1,0,113
C-113,1,42.357883,-83.077911,2020-11-10 14:44:00+00:00,2020-11-10 15:56:26+00:00,1.820000052452088,2.0,2.0,Fast,Delays of two minutes and delays easing on I-94 Eastbound between Exit 213B I-96 Exit 190A and Exit 215C Edsel Ford Fwy. Average speed 20 mph.,Edsel Ford Fwy E,Detroit,Wayne,MI,US,48202,US/Eastern,KDET,2020-11-10T09:53:00.000-05:00,65.0,68.0,29.3,10.0,0.0,,Fair,72.43333333333334,14,1,0,19
C-114,1,42.237152,-83.72912600000002,2020-11-10 14:55:00+00:00,2020-11-10 16:05:31+00:00,1.4700000286102295,2.0,2.0,Fast,Delays of two minutes and delays easing on I-94 Eastbound between Exit 177 State St and Exits 180A 180A-B 180B US-23 Exit 35. Average speed 15 mph.,I-94 E,Ann Arbor,Washtenaw,MI,US,48108,US/Eastern,KARB,2020-11-10T09:53:00.000-05:00,64.0,72.0,29.06,10.0,0.0,,Mostly Cloudy,70.51666666666667,14,1,0,104
C-115,1,42.325581,-83.83946999999998,2020-11-10 15:02:00+00:00,2020-11-10 15:47:22+00:00,3.009999990463257,5.0,5.0,Moderate,Delays of five minutes and delays increasing on Huron River Dr Westbound between Tubbs Rd and Zeeb Rd. Average speed 15 mph.,Zeeb Rd,Dexter,Washtenaw,MI,US,48130-9707,US/Eastern,KARB,2020-11-10T09:53:00.000-05:00,64.0,72.0,29.06,10.0,0.0,,Mostly Cloudy,45.36666666666667,15,1,0,104
C-116,0,42.327641,-83.804176,2020-11-10 15:07:00+00:00,2020-11-10 15:47:22+00:00,2.880000114440918,4.0,4.0,Moderate,Delays of four minutes on Huron River Dr Westbound between Maple Rd and Delhi Rd. Average speed 15 mph.,W Huron River Dr,Ann Arbor,Washtenaw,MI,US,48103-9490,US/Eastern,KARB,2020-11-10T09:53:00.000-05:00,64.0,72.0,29.06,10.0,0.0,,Mostly Cloudy,40.36666666666667,15,1,0,104
C-117,2,42.303532,-83.74481999999998,2020-11-10 14:48:00+00:00,2020-11-10 16:36:34+00:00,2.2300000190734863,6.0,6.0,Slow,Delays of six minutes and delays easing on M-14 Eastbound between Exit 2 Maple Rd and Exit 4 Barton Dr. Average speed ten mph.,M-14 E,Ann Arbor,Washtenaw,MI,US,48105,US/Eastern,KARB,2020-11-10T09:53:00.000-05:00,64.0,72.0,29.06,10.0,0.0,,Mostly Cloudy,108.56666666666666,14,1,0,104
C-118,0,42.398102,-83.125214,2020-11-10 14:59:00+00:00,2020-11-10 15:56:26+00:00,3.849999904632568,0.0,4.0,Moderate,Delays of four minutes and delays increasing on Oakman Blvd Northbound in East Oakman Blvd.. Average speed 15 mph.,Oakman Blvd,Detroit,Wayne,MI,US,48238-2732,US/Eastern,KDET,2020-11-10T09:53:00.000-05:00,65.0,68.0,29.3,10.0,0.0,,Fair,57.43333333333333,14,1,0,19
